Id,Title,Category,Location_Address,Location_City,Location_Venue,Event_Start,Full_Address,Latitude,Longitude
91,Kopdar Komunitas Olahraga Ekstrem,Bisnis,"Jl. Ahmad Yani No.197, Wonodri, Kec. Semarang Sel., Kota Semarang",Semarang,The Blue Lotus Coffee House and Restaura,17-Sep-23,"Jl. Ahmad Yani No.197, Wonodri, Kec. Semarang Sel., Kota Semarang, Semarang, Indonesia","-6,9945658","110,4314401"
92,Diskusi Raga Membahas Olahraga,Olahraga,Jl. Singosari Raya No.28,Semarang,lot 28 ,17-Sep-23,"Jl. Singosari Raya No.28, semarang, Indonesia","-7,0008315","110,4256104"
93,Olahraga Hemat Untuk Gaya Hidup Sehat: Member Only,Olahraga,Karang Tengah,Lampung,EL's Cafe,13-Sep-23,"Karang Tengah, Lampung, Indonesia","-4,9340616","104,9797753"
94,Workshop peran olah raga terhadap gaya berpikir (Membership),Olahraga,"Jl. Mandala Utara No.29C 17, RT.17/RW.4, Tomang, Kec. Grogol",Jakarta,Guten morgen coffee,31-Dec-24,"Jl. Mandala Utara No.29C 17, RT.17/RW.4, Tomang, Kec. Grogol, jakarta , Indonesia","-6,1735212","106,7973398"
95,Workshop Fun Bike Car Freeday (Membership),Olahraga,"Jl. Pantai Mutiara No.57 Blok R, RT.10/RW.16, Pluit",Jakarta,Jetski Cafe,24-Dec-24,"Jl. Pantai Mutiara No.57 Blok R, RT.10/RW.16, Pluit, Jakarta, Indonesia","-6,1041344","106,7905506"
96,Workshop Women Tennis Open (Membership),Olahraga,"Hotel Rasuna Icon Lt. 3A, Jalan Karet Pedurenan No.3, Setiabudi",Jakarta,Sky Garden Cafe,23-Dec-24,"Hotel Rasuna Icon Lt. 3A, Jalan Karet Pedurenan No.3, Setiabudi, Jakarta, Indonesia","-6,2207646","106,8292141"
97,Parahyangan Run Festival,Olahraga,"Jl. Raya Payangan, Kecamatan Payangan",Bali,GWK Bali,10-Aug-24,"Jl. Raya Payangan, Kecamatan Payangan, Bali, Indonesia","-8,3911005","115,2585639"
98,Healthy Groove Zumba Party 2024.,Musik,"Jl. M.H. Thamrin No.10, RT.2/RW.1, Kb. Sirih, Kec. Menteng, Jakarta",Jakarta,Thamrin 10. Food & Creative park.,11-May-24,"Jl. M.H. Thamrin No.10, RT.2/RW.1, Kb. Sirih, Kec. Menteng, Jakarta, Jakarta, Indonesia","-6,1847598","106,8223201"
99,Kursus Piano at Granada Musica Studio Bukit,Musik,"Jl. Padang Selasa No.36, RT.26, Bukit Lama, Kec. Ilir Bar. I",Palembang,Granada Musica Studio Bukit,18-Jan-24,"Jl. Padang Selasa No.36, RT.26, Bukit Lama, Kec. Ilir Bar. I, Palembang, Indonesia","-2,9912067","104,7322983"
100,Kelas Music Song Writer,Musik,"Jl. Seteran Utara No.2D, Miroto, Kec. Semarang Tengah",Semarang,Allegro Music Course Semarang,08-Jan-24,"Jl. Seteran Utara No.2D, Miroto, Kec. Semarang Tengah, Semarang, Indonesia","-6,9830722","110,4200207"
101,Let's Talk About Classic Music Vol.1,Musik,"Jl. Taman Saturnus II No.18, Manjahlega, Kec. Rancasari, Kota Bandung,",Bandung,Visinergi Studio,07-Jan-24,"Jl. Taman Saturnus II No.18, Manjahlega, Kec. Rancasari, Kota Bandung,, Bandung, Indonesia","-6,9528969","107,664019"
102,Diles Music Entertainment: Package 8 GRANDE,Musik,DME Music,Banten,Coverage: Banten Jakarta Jabar Area,31-Jan-24,"DME Music, Banten, Indonesia","-6,4058172","106,0640179"
103,Erching Music Course - Guitar,Musik,"Perum Kebon Palem, Bloj E.14, Jl. Jenderal Ahmad Yani Jl. Yaktapena I",Palembang,Erchink Music Course,15-Dec-23,"Perum Kebon Palem, Bloj E.14, Jl. Jenderal Ahmad Yani Jl. Yaktapena I, Palembang, Indonesia","-2,9947953","104,7834326"
104,Kelas Music Instrumental Piano,Musik,"Jl. Seteran Utara No.2D, Miroto, Kec. Semarang Tengah, Kota Semarang",Semarang,Allegro Music Course Semarang,10-Dec-23,"Jl. Seteran Utara No.2D, Miroto, Kec. Semarang Tengah, Kota Semarang, Semarang, Indonesia","-6,9830722","110,4200207"
105,Diles Music Entertainment: Package 7 MELODY,Musik,DME Music,Banten,Coverage: Banten Jakarta Jabar Area,31-Dec-23,"DME Music, Banten Jakarta Jabar, Indonesia","-6,1944491","106,8229198"
106,Music Creative November,Musik,Kec.Baros Kota Sukabumi Jawa Barat,Sukabumi,Ds. Cibeureum Hilir ,26-Nov-23,"Kec.Baros Kota Sukabumi Jawa Barat, Sukabumi, Indonesia","-6,9648229","106,9394212"
107,Jazz Music,Musik,"Mugassari, Semarang Selatan, Semarang City, Central Java 50249",Semarang,Lapangan Tri Lomba Juang,24-Nov-23,"Mugassari, Semarang Selatan, Semarang City, Central Java 50249, semarang, Indonesia","-6,992046","110,418761"
108,KOPDAR KOMUNITAS MUSIC INDIE SEMARANG,Musik,"Panembahan Senopati No.274r, Ngaliyan, Kec. Ngaliyan, Semarang",Semarang,CAFFE NIRWANA NGALIYAN,19-Nov-23,"Panembahan Senopati No.274r, Ngaliyan, Kec. Ngaliyan, Semarang, Semarang, Indonesia","-7,0003943","110,3551122"
109,How To Play Classical Music,Musik,Jl. Dr. Mansyur,Medan,The Mansyur Kitchen and Cafe,31-Oct-23,"Jl. Dr. Mansyur, Medan, Indonesia","3,5675225","98,6514226"
110,Diles Music Entertainment: Package 7 MELODY,Musik,DME Music,Banten,Coverage: Banten Jakarta Jabar Area,31-Oct-23,"DME Music, Banten, Indonesia","-6,4058172","106,0640179"
111,KOPDAR PENCINTA MUSIC CLASIC,Musik,"Jl. Adi Sumarmo, Klodran Indah, Klodran, Kec. Colomadu, Kota Surakarta",Surakarta,LOSKE CAFE,29-Oct-23,"Jl. Adi Sumarmo, Klodran Indah, Klodran, Kec. Colomadu, Kota Surakarta, Surakarta, Indonesia","-7,5352702","110,7939812"
112,KOPDAR KOMUNITAS MUSIC INDIE SEMARANG,Musik," Panembahan Senopati No.274r, Ngaliyan, Kec. Ngaliyan, Semarang",Semarang,CAFFE NIRWANA NGALIYAN.,29-Oct-23," Panembahan Senopati No.274r, Ngaliyan, Kec. Ngaliyan, Semarang, Semarang, Indonesia","-7,0003943","110,3551122"
113,KOPDAR KOMUNITAS MUSIC RETRO,Musik,"Ngangkruk, Ngaru Aru, Kec. Banyudono, Kabupaten Boyolali",Boyolali,Dembakoe cafe,29-Oct-23,"Ngangkruk, Ngaru Aru, Kec. Banyudono, Kabupaten Boyolali, Boyolali, Indonesia","-7,5358603","110,6790951"
114,Music Lessons (Member Only),Musik,Jalan R Sukamto,Palembang,Purawacaraka,21-Oct-23,"Jalan R Sukamto, Palembang, Indonesia","-2,9517008","104,7615826"
115,Profesional Private Music Lessons,Musik,Medan,Medan,Medan,20-Oct-23,"Medan, Medan, Indonesia","3,5951956","98,6722227"
116,Workshop Learn Music Production,Musik,Jl Gurila No 28 Medan,Medan,Jl Gurila No 28 Medan,20-Oct-23,"Jl Gurila No 28 Medan, Medan, Indonesia","3,6009886","98,6938858"
117,Ngobrol House Music Vol.1,Musik,Jl. Taman Saturnus II No.12,Bandung,Sea Room,15-Oct-23,"Jl. Taman Saturnus II No.12, Bandung, Indonesia","-6,9528441","107,6636195"
118,EVENT PECINTA MUSIC JEPANG,Musik,LAWEYAN SURAKARTA,Surakarta,ZOLIA ZIGNA,15-Oct-23,"LAWEYAN SURAKARTA, Surakarta, Indonesia","-7,56697","110,7982118"
119,Jazz Music Class,Musik,Medan,Medan,Medan,08-Oct-23,"Medan, Medan, Indonesia","3,5951956","98,6722227"
120,Music Talk,Musik,Bandung,Bandung,Taman Music,03-Oct-23,"Bandung, Bandung, Indonesia","-6,9174639","107,6191228"
121,KOPDAR KOMUNITAS MUSIC INDIE SEMARANG,Musik," Panembahan Senopati No.274r, Ngaliyan, Kec. Ngaliyan, Semarang",Semarang,CAFFE NIRWANA NGALIYAN.,30-Sep-23," Panembahan Senopati No.274r, Ngaliyan, Kec. Ngaliyan, Semarang, Semarang, Indonesia","-7,0003943","110,3551122"
122,Saynora Music - Best Package,Musik,Jl. R. Sukamto,Palembang,Gold Dragon Palembang,30-Sep-23,"Jl. R. Sukamto,  Palembang, Indonesia","-2,9517008","104,7615826"
123,Diles Music Entertainment: Package 8 GRANDE,Musik,DME Music,Banten,Coverage: Banten Jakarta Jabar Area,30-Sep-23,"DME Music, Banten, Indonesia","-6,4058172","106,0640179"
124,Diles Music Entertainment: Package 7 MELODY,Musik,DME Music,Banten,Coverage: Banten Jakarta Jabar Area,30-Sep-23,"DME Music, Banten, Indonesia","-6,4058172","106,0640179"
125,Music Workshop,Musik,Medan,Medan,Medan,29-Sep-23,"Medan, Medan, Indonesia","3,5951956","98,6722227"
126,Music Workshop,Musik,Jl Sentosa Medan,Sumatra Utara,Medan,30-Sep-23,"Jl Sentosa Medan, Sumatra Utara, Indonesia","3,6376404","98,6697808"
127,KOPDAR KOMUNITAS MUSIC INDIE SEMARANG,Musik,"l. Panembahan Senopati No.274r, Ngaliyan, Kec. Ngaliyan, Semarang",Semarang,CAFFE NIRWANA NGALIYAN,26-Sep-23,"l. Panembahan Senopati No.274r, Ngaliyan, Kec. Ngaliyan, Semarang, Semarang, Indonesia","-7,0003943","110,3551122"
128,Family Gathering Retro Music,Musik,Jalan Tiga Raksa 2 Kabupaten Tangerang,Tangerang,Caffe Multatuli,20-Sep-23,"Jalan Tiga Raksa 2 Kabupaten Tangerang, Tangerang, Indonesia","-6,268975","106,4759179"
129,Nge-Jam Bareng Cendana Music,Musik,"JHR3+793, Cupel, Negara, Jembrana Regency, Bali",Bali,CUPeL Sunset Coffee,17-Sep-23,"JHR3+793, Cupel, Negara, Jembrana Regency, Bali, Bali, Indonesia","-8,3593625","114,5534219"
130,Music Classic Family Gathering,Musik,Jl Abung Tinggi Bandar Lampung,Lampung,Takoka Caffe,17-Sep-23,"Jl Abung Tinggi Bandar Lampung, Bandar Lampung, Indonesia","-5,4025834","105,1942898"
131,Tiket Live Music Berkreasi Kreatif & Inovatif,Musik,Jawa Barat,Sukabumi,Citamiang Sukabumi,13-Sep-23,"Jawa Barat, Sukabumi, Indonesia","-6,9277361","106,9299579"
132,Belajar Music Sejak Dini,Musik,Panam Cafe,Riau,Panam Cafe,13-Sep-23,"Panam Cafe, Riau, Indonesia","0,2933469","101,7068294"
133,Seminar Music dan Tari Menyongsong Era baru,Musik,Jambi,Jambi,Jambi,13-Sep-23,"Jambi, Jambi, Indonesia","-1,6101229","103,6131203"
134,Accoustic Live Music,Musik,cisarua bogor,Bogor,cisarua,11-Sep-23,"cisarua bogor, bogor, Indonesia","-6,6874212","106,9400229"
135,Music clinic,Musik,Jl sidorukun Medan,Medan,Griya,01-Sep-23,"Jl sidorukun Medan, Medan, Indonesia","3,6257919","98,6870822"
136,Diles Music Entertainment: Package 8 GRANDE,Musik,DME Music,Jakarta Barat,Coverage: Banten Jakarta Jabar Area,31-Aug-23,"DME Music, Banten Jakarta Jabar, Indonesia","-6,1944491","106,8229198"
137,KOPDAR KOMUNITAS MUSIC METAL SOLO,Musik,"Warmindo riverside, Jl. Popda No.10, Nusukan, Kec. Banjarsari, SOLO",Surakarta,WARMINDO RIVERSIDE,29-Aug-23,"Warmindo riverside, Jl. Popda No.10, Nusukan, Kec. Banjarsari, SOLO, Surakarta, Indonesia","-7,5503961","110,8203649"
138,KOPDAR KOMUNITAS MUSIC INDIE SEMARANG,Musik,"Jl. Panembahan Senopati No.274r, Ngaliyan, Kec. Ngaliyan, Semarang",Semarang,CAFFE NIRWANA NGALIYAN,28-Aug-23,"Jl. Panembahan Senopati No.274r, Ngaliyan, Kec. Ngaliyan, Semarang, Semarang, Indonesia","-7,0003943","110,3551122"
139,Event Package of Saynora Music,Musik,"Lantai Ground, Jl. POM IX No.1, Lorok Pakjo, Kec. Ilir Bar. I",Palembang,Palembang Sport & Convention Center,25-Aug-23,"Lantai Ground, Jl. POM IX No.1, Lorok Pakjo, Kec. Ilir Bar. I, Palembang, Indonesia","-2,9789275","104,7459093"
140,[VVIP] Video Game Concert,Musik,"Ciputra World, Retail Podium lt.11-13, Jl. Prof. DR. Satrio No.1",Jakarta,Ciputra Artpreneur,25-May-24,"Ciputra World, Retail Podium lt.11-13, Jl. Prof. DR. Satrio No.1, DKI Jakarta, Indonesia","-6,2189198","106,819901"
141,[Platinum] General Sale - Video Game Concert,Musik,"Ciputra World, Retail Podium lt.11-13, Jl. Prof. DR. Satrio No.1",Jakarta,Ciputra Artpreneur,25-May-24,"Ciputra World, Retail Podium lt.11-13, Jl. Prof. DR. Satrio No.1, DKI Jakarta, Indonesia","-6,2189198","106,819901"
142,[Gold] General Sale - Video Game Concert,Musik,"Ciputra World, Retail Podium lt.11-13, Jl. Prof. DR. Satrio No.1",Jakarta,Ciputra Artpreneur,25-May-24,"Ciputra World, Retail Podium lt.11-13, Jl. Prof. DR. Satrio No.1, DKI Jakarta, Indonesia","-6,2189198","106,819901"
143,[Silver] General Sale - Video Game Concert,Musik,"Ciputra World, Retail Podium lt.11-13, Jl. Prof. DR. Satrio No.1",Jakarta,Ciputra Artpreneur,25-May-24,"Ciputra World, Retail Podium lt.11-13, Jl. Prof. DR. Satrio No.1, DKI Jakarta, Indonesia","-6,2189198","106,819901"
144,Strategi Bisnis MALIQ & D'Essentials: Menciptakan Karya Romantika,Musik,"Jl. Radio Dalam Raya No.17, Gandaria Utara, Kec. Kby. Baru, JakSel",Jakarta,Lithium Rooftop,01-May-24,"Jl. Radio Dalam Raya No.17, Gandaria Utara, Kec. Kby. Baru, JakSel, DKI Jakarta, Indonesia","-6,2548117","106,7918034"
145,The Elite Show Case,Lainnya,jalan BSD City,Banten,ICE BSD Hall 9-10,05-Apr-24,"jalan BSD City, Banten, Indonesia","-6,2816362","106,6180943"
146,Halal Bihalal Kasual 2024 with MALIQ & D'Essentials,Musik,"Jl. Sunan Ngampel No.133C, Melawai, Kby. Baru, Jakarta Selatan",Jakarta,Ruuang Kopi,28-Mar-24,"Jl. Sunan Ngampel No.133C, Melawai, Kby. Baru, Jakarta Selatan, DKI Jakarta, Indonesia","-6,2413589","106,8038524"
147,Carnival Ramadhan 2024 | Koplo,Musik,"Jl. Komp. Kostrad No.3, RT.1/RW.6, Petukangan Utara, Kec. Pesanggrahan",Jakarta,Lapangan Kostrad Petukangan Utara,24-Mar-24,"Jl. Komp. Kostrad No.3, RT.1/RW.6, Petukangan Utara, Kec. Pesanggrahan, DKI Jakarta, Indonesia","-6,2300304","106,7563801"
148,Carnival Ramadhan 2024 | Reagge Night,Musik,Jl. Komplek Kostrad no.1,Jakarta,Lapangan Kostrad Petukangan Utara,23-Mar-24,"Jl. Komplek Kostrad no.1, DKI Jakarta, Indonesia","-6,23016","106,756404"
149,PEACE,Musik,"Jl. Bakti No. 10, Kebayoran Baru, Jakarta Selatan ",Jakarta, & BRAVE: Women's Unity and Change - International Women's Day,09-Mar-24,"Jl. Bakti No. 10, Kebayoran Baru, Jakarta Selatan , Jakarta, Indonesia","-6,2331823","106,8135623"
150,Festival Grup Band Papaloma,Musik,"Kompleks Meiko Abadi 7 Blok A1-A7 Jati II, Jimbaran Wetan Wonoayu",Sidoarjo,Papaloma Resto & Cafe,28-Feb-24,"Kompleks Meiko Abadi 7 Blok A1-A7 Jati II, Jimbaran Wetan Wonoayu, Sidoarjo, Indonesia","-7,4240508","112,6707558"
151,Private Violin Player for Fine Dining (Price/hour),Musik,DKI Jakarta,Jakarta,Area Only,29-Feb-24,"DKI Jakarta, Jakarta, Indonesia","-6,1944491","106,8229198"
152,Star Wars Fan Gathering,Hiburan,"Jl. Gaharu No.89, Gaharu, Kec. Medan Timur",Palembang,De Natio Guest House,21-Jan-24,"Jl. Gaharu No.89, Gaharu, Kec. Medan Timur, Palembang, Indonesia","3,601717","98,6779372"
153,Bazar UMKM 7SKY 1,Bisnis,"Krodan, Maguwoharjo, Depok, Sleman Regency, ",Yogyakarta,LUK Coffee & Book - Maguwoharjo,21-Jan-24,"Krodan, Maguwoharjo, Depok, Sleman Regency, , DI Yogyakarta, Indonesia","-7,7583979","110,4247192"
154,Dance Competition January,Musik,"Jl. Bunga Asoka Gg. Perintis, Asam Kumbang, Kec. Medan Selayang",Medan,Asoka Family Residence Syariah,16-Jan-24,"Jl. Bunga Asoka Gg. Perintis, Asam Kumbang, Kec. Medan Selayang, Medan, Indonesia","3,5628799","98,6204145"
155,Theatre Day,Musik,"Jl. Tangkul I No.64D, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan",Medan,Tangkul Residence,10-Jan-24,"Jl. Tangkul I No.64D, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Medan, Indonesia","3,6168","98,7027"
156,Rental Minibus Hiace,Wisata,"Gg. Buntu, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali ",Bali,Bali Mutia Car Rental,02-Jan-24,"Gg. Buntu, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali , Bali, Indonesia","-8,6710471","115,174198"
157,PAKET BIRTHDAY PARTY 5 JUTA,Edukasi,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan, ",Surakarta,FAST STUDIO,31-Dec-23,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan, , Surakarta, Indonesia","-7,5733265","110,7881388"
158,Mini concert,Musik,"Jl. Gatot Subroto No.423-A, Maleer, Kec. Batununggal, ",Bandung,Jabrix Cafe,27-Dec-23,"Jl. Gatot Subroto No.423-A, Maleer, Kec. Batununggal, , bandung , Indonesia","-6,9313535","107,6425142"
159,Unlock Your Intellectual Potential,Bisnis,"Jl. Periuk No.74, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan",Palembang,Vania Residence,24-Dec-23,"Jl. Periuk No.74, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Palembang, Indonesia","3,6000107","98,6557263"
160,Theatre Live Show,Musik,"Jl. STM No.Kel, Sitirejo II, Kec. Medan Amplas, Sumatera Utara, 20217",Medan,STM Suite,23-Dec-23,"Jl. STM No.Kel, Sitirejo II, Kec. Medan Amplas, Sumatera Utara, 20217, Medan, Indonesia","3,549631","98,6918343"
161,Don't Leave Your Comfort Zone,Musik,"Jl. Cardiac Center, Kemenangan Tani, Kec. Medan Tuntungan, Kota Medan",Medan,Medan,23-Dec-23,"Jl. Cardiac Center, Kemenangan Tani, Kec. Medan Tuntungan, Kota Medan, Medan, Indonesia","3,5176017","98,6077082"
162,Contemporary Dance,Musik,"Jl. Setia Luhur, Dwi Kora, Kec. Medan Helvetia, Kota Medan",Medan,Rosemary Residence Syariah,23-Dec-23,"Jl. Setia Luhur, Dwi Kora, Kec. Medan Helvetia, Kota Medan, Medan, Indonesia","3,6011352","98,6365922"
163,Collectifun,Musik,"Jl. Bukit Pakar Timur 9, Ciburial, Bandung",Bandung,Kelesa Space,16-Dec-23,"Jl. Bukit Pakar Timur 9, Ciburial, Bandung, Bandung, Indonesia","-6,8624261","107,6296924"
164,Friday Dance Class,Musik,"Jl. Pancur Batu No.9, Sidodadi, Kec. Medan Tim., Kota Medan",Medan,Angelyn Residence,08-Dec-23,"Jl. Pancur Batu No.9, Sidodadi, Kec. Medan Tim., Kota Medan, Medan, Indonesia","3,5969557","98,6904474"
165,Dance Competition November,Musik,"Jl. Bunga Asoka Gg. Perintis, Asam Kumbang, Kec. Medan Selayang",Medan,Asoka Family Residence Syariah,06-Dec-23,"Jl. Bunga Asoka Gg. Perintis, Asam Kumbang, Kec. Medan Selayang, Medan, Indonesia","3,5628799","98,6204145"
166,Bazar Futsal,Olahraga,"Ciateul, Regol, Bandung City, West Java",Bandung,Lapangan Tegallega,30-Nov-23,"Ciateul, Regol, Bandung City, West Java, Bandung, Indonesia","-6,9347132","107,608215"
167,Family Fun Day,Edukasi,Villa cisarua indah bogor ,Bogor,Vila cisarua indah,26-Nov-23,"Villa cisarua indah bogor , Bogor , Indonesia","-6,6799489","106,9322873"
168,Family Gathering For Members,Edukasi,Villa Camp Cisarua Bogor  ,Bogor,Cisarua ,26-Nov-23,"Villa Camp Cisarua Bogor  , Bogor, Indonesia","-6,6466766","106,9311115"
169,KOPDAR PECINTA MUSIK JEPANG,Bisnis," Kiringan, Kec. Boyolali, Kabupaten Boyolali",Boyolali,MACCHIATO CAFE,19-Nov-23," Kiringan, Kec. Boyolali, Kabupaten Boyolali, Boyolali, Indonesia","-7,5172791","110,5934184"
170,KOPDAR KOMUNITAS INDIE ROCK SOLO,Musik,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,Surakarta",Surakarta,fast music studio,19-Nov-23,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,Surakarta, Surakarta, Indonesia","-7,5733265","110,7881388"
171,PAKET SEWA STUDIO 1,Musik,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,",Surakarta,B MUSIK,31-Oct-23,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,, Surakarta, Indonesia","-7,5733265","110,7881388"
172,KOPDAR PECINTA MUSIK JEPANG,Musik," Kiringan, Kec. Boyolali, Kabupaten Boyolali",Boyolali,MACCHIATO CAFE,29-Oct-23," Kiringan, Kec. Boyolali, Kabupaten Boyolali, Boyolali, Indonesia","-7,5172791","110,5934184"
173,KOPDAR KOMUNITAS INDIE ROCK SOLO,Musik,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,Surakarta",Surakarta,fast music studio,15-Oct-23,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,Surakarta, Surakarta, Indonesia","-7,5733265","110,7881388"
174,KOPDAR KOMUNITAS INDIE ROCK SOLO,Musik,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,Surakarta",Surakarta,fast music studio.,30-Sep-23,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,Surakarta, Surakarta, Indonesia","-7,5733265","110,7881388"
175,B Kursus Muzik,Musik,B Kursus Muzik,Online,B Kursus Muzik,30-Sep-23,"B Kursus Muzik, Online, Indonesia","-0,789275","113,921327"
176,KOPDAR KOMUNITAS INDIE BLUES JOGJAKARTA,Musik," Tegalrejo Jl. Tulung Tamanmartani,Ringin Sari, Tamanmartani,Sleman",Yogyakarta,TEMATA CAFFE KALASAN,24-Sep-23," Tegalrejo Jl. Tulung Tamanmartani,Ringin Sari, Tamanmartani,Sleman, DI Yogyakarta, Indonesia","-7,7350391","110,4785635"
177,Gathering Komunitas Pencinta Musik Rock,Musik,Jl Jatibarang 3 Indramayu Jawa Barat,Indramayu,Caffe Rock Unity,20-Sep-23,"Jl Jatibarang 3 Indramayu Jawa Barat, Indramayu, Indonesia","-6,6479667","108,2255913"
178,KOPDAR KOMUNITAS INDIE ROCK SOLO,Musik,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,Surakarta",Surakarta,fast music studio,11-Sep-23,"Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,Surakarta, Surakarta, Indonesia","-7,5733265","110,7881388"
179,B Kursus Muzik,Bisnis,B Kursus Muzik,Online,B Kursus Muzik,31-Aug-23,"B Kursus Muzik, Online, Indonesia","-0,789275","113,921327"
180,KOPDAR KOMUNITAS INDIE ROCK SOLO,Musik," Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,Surakarta",Surakarta,FAST MUSIC STUDIO,30-Aug-23," Jl. Sekar Jagad No.36, RT.02/RW.03, Pajang, Kec. Laweyan,Surakarta, Surakarta, Indonesia","-7,5733265","110,7881388"
181,B Kursus Muzik,Bisnis,B Kursus Muzik,Online,B Kursus Muzik,31-Jul-23,"B Kursus Muzik, Online, Indonesia","-0,789275","113,921327"
182,6 thn Anniversary GSX COMMUNITY NUSANTARA CHAPTER TANGERANG SELATAN,Lainnya,VILLA TAMAN SARI CISARUA PUNCAK BOGOR,Bogor,Puncak Bogor,29-Jul-23,"VILLA TAMAN SARI CISARUA PUNCAK BOGOR, Bogor, Indonesia","-6,5971469","106,8060388"
183,NORMAL PRICE - BANTEN OUTFIT MARKET FEST,Musik,"Jl. Citra Raya Boulevard No.1, Ciakar, Kec. Panongan, Kabupaten Tanger",Banten,Mal Ciputra Citra raya tangerang,16-Jul-23,"Jl. Citra Raya Boulevard No.1, Ciakar, Kec. Panongan, Kabupaten Tanger, Banten, Indonesia","-6,2600779","106,5234556"
184,PRESALE 2 JOMBLO (1 TIKET) - BANTEN OUTFIT MARKET FEST,Musik,"Jalan Citra Boulevard No. KE0808, Cikupa, Mekar Bakti, Kec. Panongan",Banten,Mardigrass citra raya tangerang,16-Jul-23,"Jalan Citra Boulevard No. KE0808, Cikupa, Mekar Bakti, Kec. Panongan, Banten, Indonesia","-6,2749005","106,5302525"
185,PRESALE 2 TONGKRONGAN (4 TIKET) - BANTEN OUTFIT MARKET FEST,Musik,"Jalan Citra Boulevard No. KE0808, Cikupa, Mekar Bakti, Kec. Panongan",Banten,Mardigrass citra raya tangerang,16-Jul-23,"Jalan Citra Boulevard No. KE0808, Cikupa, Mekar Bakti, Kec. Panongan, Banten, Indonesia","-6,2749005","106,5302525"
186,PRESALE 2 BARENG SELINGKUHAN (2 TIKET) - BANTEN OUTFIT MARKET FEST,Musik,"Jalan Citra Boulevard No. KE0808, Cikupa, Mekar Bakti, Kec. Panongan",Banten,Mardigrass citra raya tangerang,16-Jul-23,"Jalan Citra Boulevard No. KE0808, Cikupa, Mekar Bakti, Kec. Panongan, Banten, Indonesia","-6,2749005","106,5302525"
187,NGREMBAKA,Lainnya,"Jl. Raya Lawang, Malang",Malang,Cakra Buana Lawang,14-Jul-23,"Jl. Raya Lawang, Malang, Malang, Indonesia","-7,9455798","112,6406824"
188,[Tangerang - 1 Tiket] Summerlane Rock Summer Camp 2023,Musik,Jl. KH Hasyim Ashari No.41 C Pinang,Tangerang,basamocoffeespace,23-Jun-23,"Jl. KH Hasyim Ashari No.41 C Pinang, Tangerang, Indonesia","-6,2151832","106,687865"
189,[Tangerang - 2 Tiket] Summerlane Rock Summer Camp 2023,Musik,Jl. KH Hasyim Ashari No.41 C Pinang,Tangerang,Basamo coffee space,23-Jun-23,"Jl. KH Hasyim Ashari No.41 C Pinang, Tangerang, Indonesia","-6,2151832","106,687865"
190,SIZE 44  -  Special Edition EP 500 HIM Sneakers X Footwearemba,Edukasi,Jakarta Selatan,Jakarta,Online,30-Jun-24,"Jakarta Selatan, DKI Jakarta, Indonesia","-6,2614927","106,8105998"
191,Traktir kita Capucino,Olahraga,Online,Jakarta,Online,25-Oct-24,"Online, DKI Jakarta, Indonesia","-6,1944491","106,8229198"
192,SIZE 45  -  Special Edition EP 500 HIM Sneakers X Footwearemba,Edukasi,Jakarta Selatan,Jakarta,Online,30-Jun-24,"Jakarta Selatan, DKI Jakarta, Indonesia","-6,2614927","106,8105998"
193,SIZE 46  -  Special Edition EP 500 HIM Sneakers X Footwearemba,Edukasi,Jakarta Selatan,Jakarta,Online,30-Jun-24,"Jakarta Selatan, DKI Jakarta, Indonesia","-6,2614927","106,8105998"
194,Online Starter Class - 10 Mei 2024,Hiburan,Online,Online,Zoom Meeting,10-May-24,"Online, Online, Indonesia","-0,789275","113,921327"
